iter	Passed	Remaining
367	2187	784
368	2191	777
369	2197	772
370	2200	765
371	2206	759
372	2213	753
373	2218	747
374	2222	740
375	2226	734
376	2232	728
377	2236	721
378	2240	715
379	2292	723
380	2306	720
381	2321	716
382	2347	717
383	2360	713
384	2395	715
385	2402	709
386	2412	704
387	2416	697
388	2421	690
389	2427	684
390	2431	677
391	2437	671
392	2444	665
393	2448	658
394	2476	658
395	2482	652
396	2488	645
397	2493	639
398	2498	632
399	2502	625
400	2509	619
401	2516	613
402	2524	607
403	2528	600
404	2532	594
405	2538	587
406	2544	581
407	2548	574
408	2555	568
409	2559	561
410	2564	555
411	2573	549
412	2576	542
413	2580	536
414	2585	529
415	2590	523
416	2593	516
417	2596	509
418	2604	503
419	2607	496
420	2610	489
421	2616	483
422	2620	476
423	2623	470
424	2625	463
425	2628	456
426	2636	450
427	2641	444
428	2644	437
429	2649	431
430	2653	424
431	2656	418
432	2659	411
433	2665	405
434	2668	398
435	2671	392
436	2674	385
437	2678	379
438	2684	372
439	2688	366
440	2691	360
441	2695	353
442	2699	347
443	2703	340
444	2713	335
445	2718	329
446	2720	322
447	2723	316
448	2728	309
449	2733	303
450	2736	297
451	2743	291
452	2747	285
453	2751	278
454	2760	273
455	2765	266
456	2769	260
457	2772	254
458	2778	248
459	2781	241
460	2785	235
461	2789	229
462	2794	223
463	2797	217
464	2799	210
465	2803	204
466	2808	198
467	2814	192
468	2817	186
469	2824	180
470	2828	174
471	2831	167
472	2834	161
473	2838	155
474	2843	149
475	2847	143
476	2850	137
477	2857	131
478	2860	125
479	2870	119
480	2874	113
481	2878	107
482	2881	101
483	2888	95
484	2893	89
485	2897	83
486	2906	77
487	2910	71
488	2914	65
489	2920	59
490	2924	53
491	2928	47
492	2934	41
493	2941	35
494	2945	29
495	2952	23
496	2956	17
497	2960	11
498	2967	5
499	2972	0
