iter	RMSE
748	30928.30255
749	30910.60889
750	30885.36494
751	30870.26224
752	30855.11034
753	30825.72266
754	30813.82753
755	30791.92158
756	30768.03686
757	30739.43155
758	30719.09663
759	30691.13226
760	30671.93581
761	30642.47315
762	30620.19986
763	30606.84634
764	30584.85915
765	30558.21725
766	30533.72069
767	30509.33932
768	30479.39679
769	30448.89274
770	30435.1415
771	30423.0994
772	30399.69376
773	30377.70836
774	30347.61764
775	30328.92316
776	30311.40446
777	30280.30721
778	30259.32802
779	30233.01936
780	30213.3458
781	30199.11295
782	30169.24379
783	30147.99042
784	30122.19423
785	30096.31034
786	30072.53093
787	30051.73588
788	30031.52189
789	30009.76205
790	29988.95049
791	29961.30958
792	29937.58308
793	29920.92234
794	29910.26848
795	29869.38507
796	29853.65474
797	29840.10808
798	29807.24608
799	29773.10086
