iter	RMSE
169	3070.31743
170	3066.848011
171	3064.05265
172	3058.674599
173	3056.476694
174	3053.265459
175	3050.744588
176	3048.430762
177	3045.14605
178	3042.323165
179	3037.90137
180	3035.736194
181	3032.385561
182	3030.411518
183	3027.080701
184	3024.114204
185	3021.325548
186	3019.420877
187	3017.137154
188	3014.725811
189	3011.004352
190	3008.895545
191	3006.420259
192	3001.400659
193	2996.152477
194	2993.782536
195	2991.849973
196	2987.334166
197	2984.982084
198	2981.608843
199	2978.84746
200	2974.143228
201	2971.38198
202	2969.840637
203	2967.521503
204	2965.193684
205	2962.767835
206	2960.336677
207	2956.868257
208	2954.558071
209	2951.024982
210	2947.464628
211	2943.385041
212	2939.713205
213	2937.727666
214	2935.369897
215	2931.910773
216	2929.127921
217	2925.970035
218	2924.316094
219	2922.553823
220	2920.650439
221	2917.73813
222	2914.98615
223	2913.333936
224	2911.140789
225	2908.382275
226	2906.20422
227	2902.619187
228	2899.998197
229	2895.232125
230	2892.73053
231	2890.015691
232	2888.437726
233	2886.665627
234	2884.384146
235	2881.815327
236	2879.860815
237	2878.556226
238	2876.451667
239	2873.595048
240	2871.375051
241	2868.766718
242	2866.394196
243	2864.647585
244	2863.472353
245	2862.328307
246	2860.044388
247	2857.908739
248	2855.661041
249	2854.08482
250	2851.51196
251	2849.639794
252	2847.475831
253	2845.298519
254	2843.526124
255	2841.133343
256	2839.321527
257	2837.230268
258	2836.062214
259	2833.079591
260	2832.093318
261	2829.142683
262	2827.435221
263	2822.643627
264	2820.65808
265	2818.506685
266	2817.032133
267	2814.931813
268	2813.040222
269	2811.222883
270	2808.918952
271	2806.189543
272	2804.015651
273	2803.429611
274	2801.462371
275	2800.687335
276	2798.411583
277	2796.024749
278	2792.271885
279	2789.765421
280	2787.94097
281	2787.335814
282	2784.14236
283	2782.104739
284	2780.618529
285	2778.916027
286	2777.277646
287	2775.499291
288	2772.049899
289	2770.64219
290	2768.663662
291	2766.573581
292	2764.898533
293	2762.909714
294	2761.952042
295	2760.241219
296	2757.675665
297	2756.147941
298	2755.110807
299	2753.509179
300	2750.657841
301	2749.488413
302	2748.809797
303	2747.549914
304	2746.240487
305	2743.387261
306	2741.002215
307	2738.414992
308	2735.940644
309	2734.015449
310	2732.859474
311	2731.474752
312	2729.788914
313	2727.891044
314	2725.797342
315	2724.325814
316	2722.991163
317	2721.98134
318	2719.667194
319	2718.147734
320	2715.397601
321	2712.915199
322	2709.997526
323	2708.905025
324	2708.068903
325	2706.674939
326	2704.898655
327	2701.665321
328	2699.616646
329	2697.881774
330	2696.164107
331	2694.429191
332	2691.835836
333	2690.180693
334	2689.142638
335	2687.767112
336	2686.547747
337	2684.658183
338	2682.716756
339	2681.31566
340	2679.567511
341	2676.762798
342	2675.415755
343	2674.034618
344	2672.715599
345	2671.554724
346	2669.28169
347	2668.191184
348	2666.561258
349	2665.107284
350	2663.250005
351	2661.261474
352	2659.246071
353	2657.914437
354	2655.720714
355	2654.5099
356	2653.585451
357	2651.821848
358	2650.313187
359	2649.17797
360	2647.861093
361	2645.778518
362	2644.177358
363	2643.515581
364	2642.334933
365	2640.941128
366	2640.123941
367	2638.31199
368	2636.702318
369	2635.668143
370	2634.350895
371	2632.576004
372	2630.548834
373	2628.759735
374	2627.02955
375	2625.721552
376	2624.156828
377	2623.470262
378	2621.87973
379	2620.085161
380	2619.006949
381	2618.10459
382	2617.035122
383	2615.753244
384	2614.175665
385	2613.24794
386	2611.06059
387	2609.91173
388	2607.637758
389	2606.35405
390	2605.7933
391	2604.584238
392	2602.414987
393	2600.831922
394	2599.872085
395	2598.05625
396	2596.172412
397	2594.665671
398	2593.573287
399	2592.367796
400	2591.333413
401	2589.559253
402	2587.959689
403	2586.688977
404	2584.238583
405	2583.33306
406	2582.067726
407	2581.289347
408	2580.371403
409	2578.323822
410	2577.150479
411	2576.174337
412	2575.006838
413	2574.010489
414	2572.568569
415	2571.498472
416	2570.421135
417	2568.540772
418	2566.250618
419	2564.409438
420	2563.061019
421	2562.094564
422	2560.823349
423	2560.009781
424	2558.784965
425	2557.544322
426	2556.461272
427	2555.527774
428	2553.740848
429	2552.953008
430	2552.01452
431	2549.615898
432	2548.397879
433	2547.29744
434	2546.383272
435	2545.641384
436	2543.741867
437	2542.033341
438	2540.902487
439	2539.838122
440	2538.998289
441	2537.905255
442	2536.823533
443	2534.961769
444	2534.21318
445	2532.590535
446	2531.474882
447	2529.965977
448	2528.42011
449	2527.177502
450	2525.52362
451	2524.783098
452	2523.492849
453	2522.541816
454	2520.484422
455	2518.710394
456	2517.853844
457	2516.356624
458	2515.620765
459	2513.61477
460	2512.535258
461	2511.219391
462	2509.549827
463	2508.875187
464	2508.083481
465	2507.126057
466	2506.20337
467	2505.316614
468	2503.49519
469	2501.759685
470	2500.966214
471	2500.371184
472	2499.350524
473	2498.031362
474	2497.020212
475	2495.822667
476	2494.934769
477	2493.566515
478	2492.35325
479	2490.753087
480	2489.290676
481	2487.647672
482	2486.361731
483	2485.437004
484	2484.471604
485	2483.869763
486	2482.910711
487	2480.996636
488	2479.734176
489	2478.635457
490	2477.524705
491	2476.006816
492	2475.350865
493	2474.011852
494	2473.252191
495	2472.372511
496	2471.387971
497	2469.665134
498	2468.634387
499	2467.55438
500	2466.768255
501	2465.416512
502	2464.298517
503	2463.787028
504	2462.707495
