iter	Passed	Remaining
309	58492	92455
310	58661	92236
311	58822	92004
312	58993	91788
313	59165	91575
314	59358	91393
315	59524	91169
316	59689	90946
317	59866	90741
318	60033	90520
319	60200	90300
320	60368	90082
321	60557	89895
322	60726	89680
323	60893	89460
324	61060	89242
325	61231	89030
326	61406	88823
327	61608	88656
328	61811	88489
329	61975	88268
330	62174	88095
331	62337	87872
332	62532	87695
333	62735	87529
334	62908	87320
335	63071	87098
336	63239	86884
337	63437	86709
338	63622	86518
339	63804	86323
340	63973	86111
341	64146	85903
342	64337	85720
343	64496	85495
344	64700	85329
345	64875	85125
346	65041	84910
347	65207	84694
348	65402	84517
349	65565	84298
350	65739	84094
351	65933	83915
352	66122	83730
353	66285	83512
354	66490	83347
355	66727	83221
356	66924	83045
357	67099	82843
358	67288	82657
359	67455	82445
360	67624	82236
361	67792	82024
362	67986	81845
363	68153	81634
364	68319	81422
365	68489	81214
366	68684	81036
367	68857	80833
368	69079	80686
369	69268	80500
370	69431	80285
371	69593	80069
372	69774	79875
373	69968	79696
374	70163	79518
375	70337	79316
376	70518	79122
377	70716	78948
378	70880	78735
379	71050	78529
380	71218	78321
381	71384	78111
382	71556	77908
383	71723	77700
384	71914	77517
385	72077	77305
386	72256	77110
387	72461	76943
388	72638	76746
389	72823	76557
390	73043	76405
391	73215	76203
392	73434	76050
393	73600	75842
394	73767	75635
395	73964	75458
396	74135	75256
397	74302	75049
398	74463	74837
399	74630	74630
400	74806	74433
401	74976	74230
402	75154	74035
403	75332	73841
404	75506	73641
405	75672	73436
406	75896	73285
407	76071	73087
408	76240	72885
409	76445	72716
410	76613	72512
411	76777	72304
412	76954	72110
413	77123	71907
414	77325	71735
415	77496	71535
416	77678	71345
417	77853	71148
418	78029	70952
419	78212	70763
420	78433	70608
421	78604	70408
422	78771	70205
423	78943	70006
424	79118	69810
425	79296	69616
426	79476	69425
427	79658	69235
428	79837	69043
429	80011	68847
430	80185	68650
431	80406	68494
432	80579	68297
433	80834	68169
434	81056	68012
435	81268	67847
436	81498	67697
437	81686	67512
438	81856	67312
439	82039	67123
440	82213	66926
441	82387	66729
442	82568	66539
443	82758	66355
444	82925	66154
445	83122	65976
446	83298	65781
447	83498	65606
448	83665	65404
449	83845	65213
450	84042	65034
451	84217	64840
452	84391	64644
453	84563	64446
454	84758	64267
455	84935	64073
456	85102	63873
457	85301	63696
458	85491	63513
459	85697	63341
460	85870	63145
461	86042	62948
462	86217	62754
463	86425	62584
464	86596	62386
465	86768	62190
466	86952	62002
467	87123	61805
468	87324	61630
469	87496	61433
470	87665	61235
471	87831	61035
472	88032	60859
473	88217	60672
474	88387	60475
475	88557	60278
476	88727	60081
477	88906	59890
478	89080	59696
479	89278	59519
480	89461	59330
481	89648	59145
482	89831	58957
483	90009	58766
484	90175	58567
485	90342	58369
486	90509	58171
487	90689	57982
488	90858	57785
489	91033	57592
490	91202	57396
491	91390	57211
492	91559	57015
493	91728	56819
494	91919	56637
495	92096	56446
496	92262	56248
497	92443	56060
498	92612	55864
499	92797	55678
500	92967	55483
501	93146	55294
502	93321	55102
503	93493	54909
504	93660	54712
